run_id,configuration_id,vertices,edge_multiplier,edges,rank,step_size,diffusion_bipartiteness,diffusion_volume,diffusion_runtime,approx_diffusion_bipartiteness,approx_diffusion_volume,approx_diffusion_runtime
112,12,20,2,40,3,0.5,0.03333333333333333,120,19.223127841949463,0.03333333333333333,120,0.30916666984558105
113,12,20,2,40,3,0.5,0.016666666666666666,120,6.489744663238525,0.016666666666666666,120,0.3075449466705322
114,12,20,2,40,3,0.5,0.016666666666666666,120,9.92202377319336,0.016666666666666666,120,0.3120310306549072
115,12,20,2,40,3,0.5,0.0,120,6.612640619277954,0.0,120,0.10281682014465332
116,12,20,2,40,3,0.5,0.016666666666666666,120,8.500002145767212,0.03333333333333333,120,0.31088733673095703
117,12,20,2,40,3,0.5,0.0,120,5.621654272079468,0.0,116,0.10286355018615723
118,12,20,2,40,3,0.5,0.016666666666666666,120,18.98384404182434,0.016666666666666666,120,0.30996060371398926
119,12,20,2,40,3,0.5,0.03333333333333333,120,10.417945384979248,0.016666666666666666,120,0.09035563468933105
120,12,20,2,40,3,0.5,0.0,119,6.5652453899383545,0.03333333333333333,120,0.14684534072875977
121,13,20,2,40,3,1,0.016666666666666666,120,10.063039302825928,0.016666666666666666,120,0.16229748725891113
122,13,20,2,40,3,1,0.03333333333333333,120,9.617756128311157,0.03333333333333333,120,0.1612708568572998
123,13,20,2,40,3,1,0.03333333333333333,120,9.949317932128906,0.03333333333333333,120,0.1637866497039795
124,13,20,2,40,3,1,0.03333333333333333,120,9.724183320999146,0.03333333333333333,120,0.16231322288513184
125,13,20,2,40,3,1,0.0,120,2.210268497467041,0.016666666666666666,120,0.159423828125
126,13,20,2,40,3,1,0.03333333333333333,120,10.551809549331665,0.03333333333333333,120,0.16252493858337402
127,13,20,2,40,3,1,0.016666666666666666,120,10.151689767837524,0.05,120,0.1608436107635498
128,13,20,2,40,3,1,0.016666666666666666,120,9.768422603607178,0.016666666666666666,120,0.16060924530029297
129,13,20,2,40,3,1,0.016666666666666666,120,9.417653560638428,0.03333333333333333,120,0.1604166030883789
130,13,20,2,40,3,1,0.016666666666666666,120,10.557185888290405,0.03333333333333333,120,0.04056835174560547
131,14,20,2,40,3,2,0.38461538461538464,117,2.8913357257843018,0.4339622641509434,106,0.08484864234924316
132,14,20,2,40,3,2,0.3925233644859813,107,2.4172415733337402,0.39285714285714285,112,0.08460569381713867
133,14,20,2,40,3,2,0.2702702702702703,111,3.3054304122924805,0.4336283185840708,113,0.08504223823547363
134,14,20,2,40,3,2,0.40707964601769914,113,2.735262632369995,0.4666666666666667,120,0.09198260307312012
135,14,20,2,40,3,2,0.23333333333333334,120,2.5717594623565674,0.4434782608695652,115,0.08466482162475586
136,14,20,2,40,3,2,0.5826086956521739,115,2.6389431953430176,0.3888888888888889,108,0.08635210990905762
137,14,20,2,40,3,2,0.45871559633027525,109,3.3336968421936035,0.42857142857142855,112,0.08603596687316895
138,14,20,2,40,3,2,0.3898305084745763,118,2.6500346660614014,0.48214285714285715,112,0.08546090126037598
139,14,20,2,40,3,2,0.6024096385542169,83,2.797654867172241,0.3838383838383838,99,0.0919194221496582
140,14,20,2,40,3,2,0.48333333333333334,120,2.5543723106384277,0.5046728971962616,107,0.08676552772521973
141,15,20,2,40,3,5,0.5726495726495726,117,0.9289939403533936,0.6082474226804123,97,0.03877401351928711
142,15,20,2,40,3,5,0.6,85,1.029534101486206,0.5897435897435898,78,0.03930783271789551
143,15,20,2,40,3,5,0.6136363636363636,88,0.7876415252685547,0.575,80,0.03888344764709473
144,15,20,2,40,3,5,0.5775862068965517,116,0.8955278396606445,0.6129032258064516,93,0.038849830627441406
145,15,20,2,40,3,5,0.5842696629213483,89,0.9280970096588135,0.5903614457831325,83,0.039377689361572266
146,15,20,2,40,3,5,0.5666666666666667,120,0.9309825897216797,0.5888888888888889,90,0.03910684585571289
147,15,20,2,40,3,5,0.6063829787234043,94,0.9002628326416016,0.6,120,0.03988957405090332
148,15,20,2,40,3,5,0.5789473684210527,76,0.9146022796630859,0.5918367346938775,98,0.03887367248535156
149,15,20,2,40,3,5,0.6,90,0.85329270362854,0.5952380952380952,84,0.03917431831359863
150,15,20,2,40,3,5,0.5875,80,0.8467633724212646,0.6,90,0.03895258903503418
151,16,20,4,80,3,0.1,0.075,240,28.605111122131348,0.075,240,0.4193284511566162
152,16,20,4,80,3,0.1,0.041666666666666664,240,57.215251445770264,0.058333333333333334,240,0.758490800857544
153,16,20,4,80,3,0.1,0.03333333333333333,240,27.66529130935669,0.03333333333333333,240,0.4246354103088379
154,16,20,4,80,3,0.1,0.05,240,23.759100675582886,0.05,240,0.3876006603240967
155,16,20,4,80,3,0.1,0.041666666666666664,240,39.211323976516724,0.041666666666666664,240,0.5646688938140869
156,16,20,4,80,3,0.1,0.06666666666666667,240,29.6851704120636,0.06666666666666667,240,0.3542962074279785
157,16,20,4,80,3,0.1,0.06666666666666667,240,38.43170666694641,0.041666666666666664,240,0.7075386047363281
158,16,20,4,80,3,0.1,0.03333333333333333,240,26.632521390914917,0.025,240,0.6358294486999512
159,16,20,4,80,3,0.1,0.05,240,24.071727514266968,0.05,240,0.38707780838012695
160,16,20,4,80,3,0.1,0.058333333333333334,240,25.266062021255493,0.058333333333333334,240,0.34322237968444824
161,17,20,4,80,3,0.5,0.03333333333333333,240,11.61413860321045,0.016666666666666666,240,0.22590088844299316
162,17,20,4,80,3,0.5,0.06437768240343347,233,19.174460411071777,0.06437768240343347,233,0.3667747974395752
163,17,20,4,80,3,0.5,0.05,240,18.248623609542847,0.05,240,0.3631551265716553
164,17,20,4,80,3,0.5,0.08333333333333333,240,14.434645652770996,0.09166666666666666,240,0.37169599533081055
165,17,20,4,80,3,0.5,0.08333333333333333,240,13.895598649978638,0.08333333333333333,240,0.3674478530883789
166,17,20,4,80,3,0.5,0.041666666666666664,240,8.386178493499756,0.041666666666666664,240,0.3663363456726074
167,17,20,4,80,3,0.5,0.05,240,11.050825595855713,0.05,240,0.36554408073425293
168,17,20,4,80,3,0.5,0.041666666666666664,240,11.771261215209961,0.041666666666666664,240,0.36525630950927734
169,17,20,4,80,3,0.5,0.058333333333333334,240,6.000964403152466,0.058333333333333334,240,0.3741943836212158
170,17,20,4,80,3,0.5,0.041666666666666664,240,22.321154832839966,0.041666666666666664,240,0.37076234817504883
171,18,20,4,80,3,1,0.041666666666666664,240,10.53419303894043,0.05,240,0.19057273864746094
172,18,20,4,80,3,1,0.058333333333333334,240,8.505472660064697,0.06666666666666667,240,0.19083595275878906
173,18,20,4,80,3,1,0.03333333333333333,240,11.459835290908813,0.05,240,0.19449234008789062
174,18,20,4,80,3,1,0.075,240,7.232013940811157,0.075,240,0.19203424453735352
175,18,20,4,80,3,1,0.058333333333333334,240,9.076745748519897,0.041666666666666664,240,0.19254660606384277
176,18,20,4,80,3,1,0.075,240,7.189013242721558,0.058333333333333334,240,0.18841266632080078
177,18,20,4,80,3,1,0.05803571428571429,224,11.614626169204712,0.05,240,0.19086337089538574
178,18,20,4,80,3,1,0.03333333333333333,240,10.907609462738037,0.025,240,0.19345498085021973
179,18,20,4,80,3,1,0.041666666666666664,240,11.63658857345581,0.041666666666666664,240,0.1928999423980713
180,18,20,4,80,3,1,0.03333333333333333,240,11.202157735824585,0.03333333333333333,240,0.19289565086364746
181,19,20,4,80,3,2,0.4583333333333333,240,2.9863736629486084,0.49166666666666664,240,0.10600495338439941
182,19,20,4,80,3,2,0.6163522012578616,159,3.078474998474121,0.6127450980392157,204,0.1045999526977539
183,19,20,4,80,3,2,0.6071428571428571,196,2.9108126163482666,0.5583333333333333,240,0.10664248466491699
184,19,20,4,80,3,2,0.47413793103448276,232,3.096900701522827,0.5309734513274337,226,0.10541558265686035
185,19,20,4,80,3,2,0.5916666666666667,240,2.8909406661987305,0.5555555555555556,234,0.10614871978759766
186,19,20,4,80,3,2,0.6230366492146597,191,3.335738182067871,0.6,175,0.10597515106201172
187,19,20,4,80,3,2,0.5764192139737991,229,3.52309513092041,0.555045871559633,218,0.1063070297241211
188,19,20,4,80,3,2,0.52,225,3.28176212310791,0.5083333333333333,240,0.10069012641906738
189,19,20,4,80,3,2,0.6065573770491803,183,3.0016722679138184,0.5864197530864198,162,0.10754680633544922
190,19,20,4,80,3,2,0.5916666666666667,240,3.0063109397888184,0.5886075949367089,158,0.10786938667297363
191,20,20,4,80,3,5,0.6037735849056604,159,0.94106125831604,0.6121212121212121,165,0.05115628242492676
192,20,20,4,80,3,5,0.6060606060606061,165,1.0604872703552246,0.6032608695652174,184,0.050264835357666016
193,20,20,4,80,3,5,0.6240601503759399,133,0.9521570205688477,0.6140350877192983,171,0.04948139190673828
194,20,20,4,80,3,5,0.6192893401015228,197,0.9416439533233643,0.6055555555555555,180,0.05051875114440918
195,20,20,4,80,3,5,0.6081871345029239,171,0.9398171901702881,0.6164383561643836,146,0.05111122131347656
196,20,20,4,80,3,5,0.6083333333333333,240,1.3292202949523926,0.6130952380952381,168,0.050878047943115234
197,20,20,4,80,3,5,0.6054054054054054,185,0.9553825855255127,0.5882352941176471,170,0.04988741874694824
198,20,20,4,80,3,5,0.5966850828729282,181,1.050668478012085,0.6145251396648045,179,0.05079483985900879
199,20,20,4,80,3,5,0.6170212765957447,188,0.964083194732666,0.6022727272727273,176,0.051979780197143555
200,20,20,4,80,3,5,0.6162162162162163,185,1.1398179531097412,0.6125,160,0.05198502540588379
201,21,30,2,60,3,0.1,0.011111111111111112,180,45.73980164527893,0.011111111111111112,180,0.4937446117401123
202,21,30,2,60,3,0.1,0.022222222222222223,180,50.3833167552948,0.022222222222222223,180,0.5868356227874756
203,21,30,2,60,3,0.1,0.03333333333333333,180,45.873694896698,0.03333333333333333,180,1.770862340927124
204,21,30,2,60,3,0.1,0.022222222222222223,180,98.00889372825623,0.044444444444444446,180,0.7834174633026123
