run_id,configuration_id,vertices,edge_multiplier,edges,rank,clique_bipartiteness,clique_volume,clique_runtime,diffusion_clique_bipartiteness,diffusion_clique_volume,diffusion_clique_runtime,random_bipartiteness,random_volume,random_runtime,diffusion_random_bipartiteness,diffusion_random_volume,diffusion_random_runtime
86,9,500,2,1000,3,0.028504359490274984,2982,9.742057800292969,0.012,3000,12.309123516082764,0.1512407780013414,2982,49.076550245285034,0.028666666666666667,3000,68.48471665382385
87,9,500,2,1000,3,0.024,3000,9.722148418426514,0.008666666666666666,3000,12.619624853134155,0.1485482781904119,2962,49.45101070404053,0.024666666666666667,3000,69.38450789451599
88,9,500,2,1000,3,0.027333333333333334,3000,9.873148441314697,0.01,3000,13.896307229995728,0.1449565798263193,2994,48.935516595840454,0.029333333333333333,3000,69.493497133255
89,9,500,2,1000,3,0.02266666666666667,3000,9.826488494873047,0.013333333333333334,3000,13.794175863265991,0.15066666666666667,3000,49.429529666900635,0.032,3000,68.97732925415039
90,9,500,2,1000,3,0.02,3000,9.736528396606445,0.009333333333333334,3000,11.683130741119385,0.16066666666666668,3000,48.90042757987976,0.03133333333333333,3000,68.90240740776062
91,10,500,4,2000,3,0.05266666666666667,6000,18.622939348220825,0.042666666666666665,6000,21.78967785835266,0.15642270976385866,5971,93.64955115318298,0.06061112038737686,5989,117.5241265296936
92,10,500,4,2000,3,0.05533333333333333,6000,18.425720930099487,0.042,6000,23.574912309646606,0.15566666666666668,6000,93.40303015708923,0.061,6000,117.89780235290527
93,10,500,4,2000,3,0.05633333333333333,6000,18.8724102973938,0.042,6000,23.210471868515015,0.16133333333333333,6000,93.01220941543579,0.06266666666666666,6000,117.4535927772522
94,10,500,4,2000,3,0.058666666666666666,6000,18.533422231674194,0.04533333333333334,6000,23.63379669189453,0.15833333333333333,6000,93.74056553840637,0.06066666666666667,6000,117.82990288734436
95,10,500,4,2000,3,0.06066666666666667,6000,18.4166157245636,0.04533333333333334,6000,23.46424627304077,0.15333333333333332,6000,94.21874904632568,0.060333333333333336,6000,117.02918004989624
96,10,500,4,2000,3,0.06066666666666667,6000,18.752771854400635,0.04466666666666667,6000,23.474554538726807,0.16133333333333333,6000,93.983802318573,0.064,6000,117.43908429145813
97,10,500,4,2000,3,0.061468507915122934,5938,18.63442897796631,0.045,6000,23.320265293121338,0.153,6000,92.79644203186035,0.06599832915622389,5985,117.73154163360596
98,10,500,4,2000,3,0.062,6000,19.004644632339478,0.04566666666666667,6000,23.58589243888855,0.16266666666666665,6000,93.19508934020996,0.06133333333333333,6000,118.06213092803955
99,10,500,4,2000,3,0.052333333333333336,6000,18.63147258758545,0.03966666666666667,6000,23.5648672580719,0.165,6000,93.95652508735657,0.058666666666666666,6000,119.02382707595825
100,10,500,4,2000,3,0.056020066889632104,5980,18.792179822921753,0.04133333333333333,6000,23.5128653049469,0.16366666666666665,6000,94.17913699150085,0.06266666666666666,6000,120.00725650787354
101,11,600,2,1200,3,0.0310099573257468,3515,16.839406490325928,0.012222222222222223,3600,21.71072220802307,0.15888888888888889,3600,83.54440021514893,0.022222222222222223,3600,111.1982524394989
102,11,600,2,1200,3,0.02666666666666667,3600,17.115219354629517,0.009444444444444445,3600,21.648341417312622,0.155,3600,83.53454661369324,0.028888888888888888,3600,109.01381230354309
103,11,600,2,1200,3,0.025,3600,16.686359167099,0.010555555555555556,3600,22.255143642425537,0.15944444444444444,3600,83.14649677276611,0.028746860173039353,3583,110.59738063812256
104,11,600,2,1200,3,0.025,3600,16.42607879638672,0.010555555555555556,3600,21.960627555847168,0.15555555555555556,3600,83.20427966117859,0.029444444444444443,3600,110.63076424598694
105,11,600,2,1200,3,0.021111111111111112,3600,16.68527579307556,0.011666666666666667,3600,20.42001509666443,0.16166666666666665,3600,83.21768236160278,0.03277777777777778,3600,111.27627611160278
106,11,600,2,1200,3,0.021987197328138045,3593,16.68513250350952,0.012222222222222223,3600,22.03953742980957,0.14855072463768115,3588,83.41146516799927,0.030555555555555555,3600,110.58781480789185
107,11,600,2,1200,3,0.03225806451612903,3503,16.725754737854004,0.015555555555555555,3600,19.312893390655518,0.14377085650723026,3596,82.89957094192505,0.024444444444444446,3600,109.30084276199341
108,11,600,2,1200,3,0.03203342618384401,3590,16.7291259765625,0.012222222222222223,3600,22.03730869293213,0.16444444444444445,3600,82.49848628044128,0.025555555555555557,3600,110.34583926200867
109,11,600,2,1200,3,0.024180100055586438,3598,16.701804399490356,0.016666666666666666,3600,19.321947813034058,0.1527777777777778,3600,82.69905209541321,0.030555555555555555,3600,110.02156066894531
110,11,600,2,1200,3,0.022222222222222223,3600,16.709014177322388,0.015,3600,19.787140130996704,0.1630925507900677,3544,83.76502060890198,0.028333333333333332,3600,110.69000506401062
111,12,600,4,2400,3,0.058888888888888886,7200,31.64571189880371,0.043611111111111114,7200,37.545077085494995,0.15722222222222224,7200,157.75349712371826,0.06222222222222222,7200,189.80470848083496
112,12,600,4,2400,3,0.06296914095079233,7194,31.883283853530884,0.04583333333333333,7200,38.11904168128967,0.16527777777777777,7200,157.13998007774353,0.06138888888888889,7200,190.96454215049744
113,12,600,4,2400,3,0.061891515994436715,7190,32.25672006607056,0.0475,7200,37.97353768348694,0.15833333333333333,7200,158.99530124664307,0.06305555555555556,7200,189.82600331306458
114,12,600,4,2400,3,0.0556947925368978,7182,31.777763843536377,0.041944444444444444,7200,38.09055018424988,0.15527777777777776,7200,157.51244974136353,0.058055555555555555,7200,188.5603437423706
115,12,600,4,2400,3,0.05416666666666667,7200,31.822010040283203,0.041944444444444444,7200,37.44890069961548,0.1631432545201669,7190,158.2892153263092,0.058888888888888886,7200,190.86541771888733
116,12,600,4,2400,3,0.056666666666666664,7200,31.341371536254883,0.04577072899276572,7188,38.11524295806885,0.1663888888888889,7200,159.3307967185974,0.060833333333333336,7200,191.17805814743042
